Term,Course Division,Course,Section,Units,Random Faculty ID,Total Enrolled,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F
Fall 2019,Upper Division,HRM_456__01,,,,,4,6,8,4,5,1,1,0,0,0,0,0
Fall 2019,Upper Division,MATH301A_04,,,,,15,3,2,6,1,2,0,0,0,0,0,0
Fall 2019,Upper Division,MGMT335__02,,,,,10,7,5,1,1,2,2,0,0,0,0,1
Fall 2019,Upper Division,MGMT350__70,,,,,6,8,4,4,3,2,2,0,0,0,0,0
Fall 2019,Upper Division,MGMT405__70,,,,,6,7,5,1,4,3,2,1,0,0,0,0
Fall 2019,Upper Division,MGMT490__71,,,,,8,1,2,2,2,5,2,3,0,0,0,4
Fall 2019,Upper Division,MKTG410__01,,,,,8,6,2,4,9,0,0,0,0,0,0,0
Fall 2019,Upper Division,MKTG436__01,,,,,20,4,1,4,0,0,0,0,0,0,0,0
Fall 2019,Upper Division,PSCI320__01,,,,,2,1,5,3,3,1,4,0,2,1,0,7
Fall 2019,Upper Division,PSYC421__03,,,,,4,4,3,8,5,1,3,1,0,0,0,0
Fall 2019,Graduate Division,ACCT630__70,,,,,10,9,4,5,0,0,0,0,0,0,0,0
Fall 2019,Graduate Division,ADMN602__01,,,,,22,5,1,0,0,0,0,0,0,0,0,0
Fall 2019,Graduate Division,FIN_602__01,,,,,8,13,3,3,1,0,0,0,0,0,0,0
Fall 2019,Graduate Division,IST_609__01,,,,,12,11,1,3,0,0,0,0,0,0,0,1
Fall 2019,Graduate Division,PA__650__70,,,,,8,14,3,2,0,0,0,0,1,0,0,0
Fall 2019,Graduate Division,SW__606A_02,,,,,28,0,0,0,0,0,0,0,0,0,0,0
Fall 2019,Lower Division,COMM120__01,,,,,11,4,3,3,5,0,0,1,0,0,0,1
Fall 2019,Lower Division,COMM120__02,,,,,15,3,4,0,1,2,1,0,0,1,1,0
Fall 2019,Lower Division,COMM120__03,,,,,4,5,5,8,1,0,1,0,0,1,0,3
Fall 2019,Lower Division,COMM120__04,,,,,8,8,2,4,2,0,3,0,0,0,0,1
Fall 2019,Lower Division,COMM120__05,,,,,6,5,2,4,4,2,0,0,0,2,0,3
Fall 2019,Lower Division,COMM120__06,,,,,1,16,5,3,2,0,1,0,0,0,0,0
Fall 2019,Lower Division,COMM120__07,,,,,2,1,4,6,3,4,4,2,0,1,1,0
Fall 2019,Lower Division,COMM120__08,,,,,16,4,5,0,0,1,0,1,0,0,0,1
Fall 2019,Lower Division,COMM120__09,,,,,16,5,3,0,0,0,0,1,0,1,0,2
Fall 2019,Lower Division,COMM120__10,,,,,2,4,2,6,3,3,1,0,1,2,1,3
Fall 2019,Lower Division,COMM120__11,,,,,5,8,5,1,0,2,1,2,0,2,2,0
Fall 2019,Lower Division,COMM120__12,,,,,14,7,2,2,1,0,1,0,0,0,0,1
Fall 2019,Lower Division,COMM120__13,,,,,4,7,4,2,8,1,1,0,0,0,0,1
Fall 2019,Lower Division,COMM120__14,,,,,5,2,4,4,2,1,2,3,0,1,0,4
Fall 2019,Lower Division,COMM120__15,,,,,8,5,5,6,2,1,1,0,0,0,0,0
Fall 2019,Lower Division,COMM120__16,,,,,5,4,5,4,1,4,1,0,1,0,1,2
Fall 2019,Lower Division,COMM120__17,,,,,6,8,1,2,4,1,1,1,0,0,2,2
Fall 2019,Lower Division,COMM120__21,,,,,17,3,3,1,0,0,1,0,1,1,0,1
Fall 2019,Lower Division,COMM120__22,,,,,16,10,0,0,0,0,0,0,0,1,0,1
Fall 2019,Lower Division,COMM120__24,,,,,21,2,2,0,1,0,1,1,0,0,0,0
Fall 2019,Lower Division,COMM120__25,,,,,10,3,4,6,0,0,0,3,0,1,0,1
Fall 2019,Lower Division,COMM120__27,,,,,23,1,1,1,0,1,0,0,1,0,0,0
Fall 2019,Lower Division,COMM120__28,,,,,12,5,2,1,1,1,1,3,0,1,1,0
Fall 2019,Lower Division,COMM120__29,,,,,23,1,0,0,1,0,2,0,0,0,0,1
Fall 2019,Lower Division,COMM120__30,,,,,17,2,1,2,2,0,2,1,0,0,0,1
Fall 2019,Lower Division,COMM120__31,,,,,17,4,2,1,2,0,0,0,0,1,0,1
Fall 2019,Lower Division,COMM120__32,,,,,20,2,1,0,0,1,0,1,2,0,0,1
Fall 2019,Lower Division,COMM120__36,,,,,1,4,0,8,3,4,3,0,0,0,2,3
Fall 2019,Lower Division,COMM120__39,,,,,1,5,3,7,2,4,2,0,0,0,0,4
Fall 2019,Lower Division,COMM120__41,,,,,9,9,4,3,1,1,0,0,0,0,0,1
Fall 2019,Lower Division,COMM120__42,,,,,0,5,6,7,3,0,1,2,1,0,0,3
Fall 2019,Lower Division,ECON202__04,,,,,1,0,2,2,0,2,2,0,2,2,0,15
Fall 2019,Lower Division,JAPN101__03,,,,,6,4,2,1,1,1,5,2,0,0,2,4
Fall 2019,Lower Division,KINE101S_01,,,,,25,0,0,1,0,0,2,0,0,0,0,0
Fall 2019,Lower Division,KINE114F_01,,,,,22,3,3,0,0,0,0,0,0,0,0,0
Fall 2019,Lower Division,KINE150F_01,,,,,22,0,1,0,0,3,2,0,0,0,0,0
Fall 2019,Lower Division,MATH110__08,,,,,6,1,2,1,3,3,6,6,0,0,0,0
Fall 2019,Lower Division,MATH111A_01,,,,,1,2,1,10,1,2,8,3,0,0,0,0
Fall 2019,Lower Division,MATH111A_11,,,,,1,2,1,2,5,1,4,12,0,0,0,0
Fall 2019,Lower Division,MATH115__12,,,,,11,2,1,3,3,3,5,0,0,0,0,0
Fall 2019,Lower Division,MATH115__22,,,,,5,4,4,4,5,2,4,0,0,0,0,0
Fall 2019,Lower Division,MATH211__04,,,,,4,3,2,5,1,1,3,0,0,1,1,7
Fall 2019,Lower Division,MATH211__10,,,,,2,0,1,1,2,0,3,1,2,2,0,14
Fall 2019,Lower Division,MATH212__04,,,,,4,0,1,2,2,4,1,2,0,2,2,8
Fall 2019,Lower Division,MATH213__04,,,,,4,4,2,4,4,4,4,1,0,0,0,1
Fall 2019,Lower Division,MATH299__01,,,,,10,1,2,9,1,3,2,0,0,0,0,0
Fall 2019,Lower Division,PHIL101__03,,,,,2,6,4,4,4,2,2,0,1,1,0,2
Fall 2019,Upper Division,ACCT347__03,,,,,3,1,6,3,4,4,2,2,0,0,0,3
Fall 2019,Upper Division,ACCT544__70,,,,,7,0,5,10,1,0,0,0,0,0,0,5
Fall 2019,Upper Division,ACCT547__70,,,,,22,1,1,2,1,0,1,0,0,0,0,0
Fall 2019,Upper Division,ANTH331__01,,,,,10,9,8,1,0,0,0,0,0,0,0,0
Fall 2019,Upper Division,ART_442__01,,,,,12,9,3,3,1,0,0,0,0,0,0,0
Fall 2019,Upper Division,CJUS431__01,,,,,24,0,0,2,2,0,0,0,0,0,0,0
Fall 2019,Upper Division,COMM307__01,,,,,16,7,1,1,0,1,1,0,0,0,0,1
Fall 2019,Upper Division,COMM320__01,,,,,15,8,0,3,1,0,0,1,0,0,0,0
Fall 2019,Upper Division,COMM411__01,,,,,8,2,7,3,0,4,1,1,0,1,0,1
Fall 2019,Upper Division,COMM491__01,,,,,4,4,6,6,5,1,2,0,0,0,0,0
Fall 2019,Upper Division,CSE_313__03,,,,,3,1,3,3,5,3,1,4,2,1,1,1
Fall 2019,Upper Division,ENG_301B_01,,,,,16,6,2,3,1,0,0,0,0,0,0,0
Fall 2019,Upper Division,ENG_301B_02,,,,,27,1,0,0,0,0,0,0,0,0,0,0
Fall 2019,Upper Division,ENG_303B_01,,,,,28,0,0,0,0,0,0,0,0,0,0,0
Fall 2019,Upper Division,ENG_303B_80,,,,,17,3,2,2,1,0,1,0,0,0,0,2
Fall 2019,Upper Division,ENG_307__01,,,,,9,6,6,1,3,0,0,0,1,1,0,1
Fall 2019,Upper Division,ENG_312__01,,,,,20,2,1,2,0,0,1,0,1,1,0,0
Fall 2019,Upper Division,ENG_336__01,,,,,5,7,10,2,1,0,1,0,0,0,1,1
Fall 2019,Upper Division,ENG_475__01,,,,,3,6,6,6,3,0,3,0,0,0,0,1
Fall 2019,Upper Division,ESEC419__01,,,,,23,4,1,0,0,0,0,0,0,0,0,0
Fall 2019,Upper Division,FIN_433__03,,,,,8,4,1,7,2,0,2,0,0,1,0,3
Fall 2019,Upper Division,FLAN312__01,,,,,20,4,0,2,2,0,0,0,0,0,0,0
Fall 2019,Upper Division,GSS_420__01,,,,,16,3,2,2,0,0,0,1,0,1,0,3
Fall 2019,Upper Division,HRM_457__01,,,,,12,7,2,6,0,1,0,0,0,0,0,0
Fall 2019,Upper Division,HUM_460__70,,,,,12,4,3,4,1,0,0,1,0,1,0,2
Fall 2019,Upper Division,MATH329__02,,,,,10,0,0,10,0,0,5,1,0,0,0,2
Fall 2019,Upper Division,MATH331__03,,,,,3,2,3,7,1,0,6,1,2,2,1,0
Fall 2019,Upper Division,MATH345__01,,,,,4,2,1,10,2,0,6,2,0,1,0,0
Fall 2019,Upper Division,MATH355__02,,,,,1,1,0,1,1,8,2,1,0,4,0,9
Fall 2019,Upper Division,MATH372__01,,,,,6,1,2,5,2,0,6,0,0,3,0,3
Fall 2019,Upper Division,MGMT306__02,,,,,7,0,4,8,5,3,1,0,0,0,0,0
Fall 2019,Upper Division,MGMT306__07,,,,,18,4,0,6,0,0,0,0,0,0,0,0
Fall 2019,Upper Division,MGMT350__04,,,,,3,4,5,7,6,1,2,0,0,0,0,0
Fall 2019,Upper Division,MGMT405__01,,,,,3,5,3,6,4,3,2,1,1,0,0,0
Fall 2019,Upper Division,MKTG416__01,,,,,4,5,6,7,2,0,3,0,0,1,0,0
Fall 2019,Upper Division,PA__472__01,,,,,11,7,4,3,3,0,0,0,0,0,0,0
Fall 2019,Upper Division,PSCI304__01,,,,,5,4,3,2,5,1,3,4,0,0,0,1
Fall 2019,Upper Division,PSYC421__01,,,,,0,3,2,6,7,7,2,0,0,0,1,0
Fall 2019,Upper Division,PSYC597__01,,,,,22,4,2,0,0,0,0,0,0,0,0,0
Fall 2019,Upper Division,SCM_305__01,,,,,6,2,7,2,6,2,1,0,1,1,0,0
Fall 2019,Upper Division,SSCI306__08,,,,,27,0,0,1,0,0,0,0,0,0,0,0
Fall 2019,Upper Division,SW__300A_02,,,,,6,16,3,3,0,0,0,0,0,0,0,0
Fall 2019,Upper Division,SW__302A_01,,,,,11,10,6,1,0,0,0,0,0,0,0,0
Fall 2019,Upper Division,SW__400A_02,,,,,4,3,8,2,4,2,1,2,0,1,0,1
Fall 2019,Graduate Division,ADMN601__70,,,,,5,6,1,6,7,0,1,0,0,0,0,1
Fall 2019,Graduate Division,ESPE615__01,,,,,23,1,0,0,2,0,0,0,0,0,0,1
Fall 2019,Graduate Division,HSCI603__70,,,,,21,4,2,0,0,0,0,0,0,0,0,0
Fall 2019,Graduate Division,SCM_607__01,,,,,22,5,0,0,0,0,0,0,0,0,0,0
Fall 2019,Graduate Division,SW__602A_02,,,,,18,9,0,0,0,0,0,0,0,0,0,0
Fall 2019,Graduate Division,SW__604A_02,,,,,18,7,2,0,0,0,0,0,0,0,0,0
Fall 2019,Lower Division,ASL_101__01,,,,,14,2,0,3,1,1,3,0,0,0,0,3
Fall 2019,Lower Division,CHEM215__40,,,,,6,0,0,13,0,0,8,0,0,0,0,0
Fall 2019,Lower Division,COMM120__18,,,,,5,5,1,3,2,4,2,1,2,0,2,0
Fall 2019,Lower Division,COMM120__26,,,,,7,8,5,2,0,1,1,1,0,0,0,2
Fall 2019,Lower Division,COMM120__34,,,,,12,6,3,1,0,0,0,1,0,1,0,3
Fall 2019,Lower Division,COMM120__38,,,,,2,3,2,5,3,4,2,1,0,0,1,4
Fall 2019,Lower Division,COMM120__40,,,,,14,2,2,0,3,2,1,1,0,0,0,2
Fall 2019,Lower Division,CSE_208__01,,,,,21,4,1,0,0,0,0,0,0,0,0,1
Fall 2019,Lower Division,ENG_240__02,,,,,14,6,2,2,0,1,0,1,1,0,0,0
Fall 2019,Lower Division,KINE101B_01,,,,,24,0,0,3,0,0,0,0,0,0,0,0
Fall 2019,Lower Division,KINE121F_01,,,,,20,0,2,1,1,0,3,0,0,0,0,0
Fall 2019,Lower Division,KINE137J_02,,,,,5,5,8,5,2,1,1,0,0,0,0,0
Fall 2019,Lower Division,KINE200__02,,,,,25,0,0,0,0,0,0,0,0,1,0,1
Fall 2019,Lower Division,MATH110__01,,,,,8,3,4,2,0,2,8,0,0,0,0,0
Fall 2019,Lower Division,MATH110__09,,,,,13,0,0,0,1,2,3,8,0,0,0,0
Fall 2019,Lower Division,MATH110__80,,,,,5,3,2,4,1,1,6,5,0,0,0,0
Fall 2019,Lower Division,MATH115__14,,,,,4,1,3,5,1,4,7,2,0,0,0,0
Fall 2019,Lower Division,MATH120__01,,,,,10,3,0,5,4,1,2,2,0,0,0,0
Fall 2019,Lower Division,MATH165__02,,,,,9,3,0,7,0,2,6,0,0,0,0,0
Fall 2019,Lower Division,MATH213__02,,,,,2,0,6,2,5,2,1,3,2,3,1,0
Fall 2019,Lower Division,MATH213__03,,,,,14,0,6,3,3,0,0,1,0,0,0,0
Fall 2019,Lower Division,MGMT100__70,,,,,2,3,3,8,6,4,1,0,0,0,0,0
Fall 2019,Lower Division,PHIL191__01,,,,,0,7,4,7,3,3,1,2,0,0,0,0
Fall 2019,Lower Division,PSYC210__07,,,,,10,0,1,2,2,0,3,0,0,1,0,8
Fall 2019,Lower Division,SW__200__01,,,,,5,12,8,0,0,0,0,0,0,0,0,2
Fall 2019,Lower Division,TA__212__04,,,,,0,2,5,8,8,0,1,2,0,1,0,0
Fall 2019,Upper Division,ACCT315__01,,,,,13,3,2,4,1,0,1,0,2,1,0,0
Fall 2019,Upper Division,ACCT347__02,,,,,7,4,7,4,2,1,1,0,0,0,0,1
Fall 2019,Upper Division,ACCT372__01,,,,,2,7,3,6,0,2,2,0,0,0,0,5
Fall 2019,Upper Division,ACCT372__80,,,,,4,2,4,4,4,3,0,1,1,0,1,3
Fall 2019,Upper Division,ANTH333__01,,,,,1,5,4,3,3,3,2,4,1,1,0,0
Fall 2019,Upper Division,COMM335__01,,,,,25,2,0,0,0,0,0,0,0,0,0,0
Fall 2019,Upper Division,COMM421__01,,,,,7,5,2,6,4,1,1,0,0,0,0,1
Fall 2019,Upper Division,ENG_303B_02,,,,,2,10,2,10,1,0,2,0,0,0,0,0
Fall 2019,Upper Division,ENG_311__80,,,,,5,8,1,3,2,1,2,3,1,1,0,0
Fall 2019,Upper Division,ENG_314__01,,,,,13,8,1,1,1,0,1,0,0,0,0,2
Fall 2019,Upper Division,ENG_415__01,,,,,22,3,2,0,0,0,0,0,0,0,0,0
Fall 2019,Upper Division,ENG_440__01,,,,,4,7,2,6,1,3,1,1,1,1,0,0
Fall 2019,Upper Division,FIN_433__01,,,,,5,2,1,2,2,2,3,0,2,1,4,3
Fall 2019,Upper Division,KINE305__02,,,,,0,0,1,3,2,7,2,6,4,1,0,1
Fall 2019,Upper Division,MATH301B_02,,,,,1,4,1,6,6,2,7,0,0,0,0,0
Fall 2019,Upper Division,MATH331__02,,,,,9,1,5,3,3,1,3,1,0,1,0,0
Fall 2019,Upper Division,MGMT306__08,,,,,10,4,0,13,0,0,0,0,0,0,0,0
Fall 2019,Upper Division,MGMT306__09,,,,,21,2,0,3,0,0,1,0,0,0,0,0
Fall 2019,Upper Division,MGMT350__06,,,,,0,0,2,13,11,0,0,0,0,0,1,0
Fall 2019,Upper Division,MKTG410__02,,,,,4,1,2,7,3,4,2,2,0,0,0,2
Fall 2019,Upper Division,MKTG430__01,,,,,8,6,5,6,1,0,1,0,0,0,0,0
Fall 2019,Upper Division,PA__564__70,,,,,15,6,2,1,0,1,1,0,1,0,0,0
Fall 2019,Upper Division,PSCI314__01,,,,,0,1,3,10,6,2,4,0,0,1,0,0
Fall 2019,Upper Division,PSYC424__01,,,,,7,0,4,2,4,1,3,1,1,0,1,3
Fall 2019,Upper Division,PSYC442__01,,,,,6,4,7,6,1,1,0,0,1,1,0,0
Fall 2019,Upper Division,SPAN371__01,,,,,1,0,2,3,5,3,5,1,3,3,1,0
Fall 2019,Upper Division,SSCI306__16,,,,,25,0,0,1,0,0,1,0,0,0,0,0
Fall 2019,Graduate Division,ECLG651__02,,,,,26,0,0,0,0,0,0,0,0,0,0,0
Fall 2019,Graduate Division,PA__611__03,,,,,21,3,1,1,0,0,0,0,0,0,0,0
Fall 2019,Graduate Division,PA__664__01,,,,,25,1,0,0,0,0,0,0,0,0,0,0
Fall 2019,Graduate Division,PA__672__73,,,,,8,5,3,4,2,1,3,0,0,0,0,0
Fall 2019,Graduate Division,SW__613__01,,,,,12,12,1,1,0,0,0,0,0,0,0,0
Fall 2019,Graduate Division,SW__645__01,,,,,21,5,0,0,0,0,0,0,0,0,0,0
Fall 2019,Graduate Division,SW__645__03,,,,,20,6,0,0,0,0,0,0,0,0,0,0
Fall 2019,Graduate Division,SW__655__01,,,,,26,0,0,0,0,0,0,0,0,0,0,0
Fall 2019,Graduate Division,SW__655__03,,,,,26,0,0,0,0,0,0,0,0,0,0,0
Fall 2019,Lower Division,AS__201__01,,,,,4,10,5,4,1,2,0,0,0,0,0,0
Fall 2019,Lower Division,ENG_107__18,,,,,17,6,2,1,0,0,0,0,0,0,0,0
Fall 2019,Lower Division,JAPN101__02,,,,,10,1,1,1,1,1,1,5,0,0,0,5
Fall 2019,Lower Division,KINE114A_80,,,,,22,1,3,0,0,0,0,0,0,0,0,0
Fall 2019,Lower Division,KINE261F_01,,,,,16,9,0,1,0,0,0,0,0,0,0,0
Fall 2019,Lower Division,KOR_101__02,,,,,17,3,1,2,1,0,2,0,0,0,0,0
Fall 2019,Lower Division,MATH116A_02,,,,,8,3,3,4,2,4,2,0,0,0,0,0
Fall 2019,Lower Division,MATH211__02,,,,,2,2,4,1,5,2,3,2,1,2,0,2
Fall 2019,Lower Division,MATH251__02,,,,,2,0,0,7,0,0,1,4,1,3,2,6
Fall 2019,Lower Division,MATH251__03,,,,,1,0,0,3,3,2,5,1,0,2,3,6
Fall 2019,Lower Division,PHIL192__01,,,,,4,6,2,6,4,1,0,1,0,0,1,1
Fall 2019,Lower Division,USTD100A_11,,,,,19,3,0,3,0,0,1,0,0,0,0,0
Fall 2019,Upper Division,ACCT426__01,,,,,4,0,2,6,6,2,3,0,0,1,1,1
Fall 2019,Upper Division,ACCT468__01,,,,,3,3,5,5,3,1,5,1,0,0,0,0
Fall 2019,Upper Division,ART_382__01,,,,,7,8,4,3,2,0,0,2,0,0,0,0
Fall 2019,Upper Division,CSE_311__01,,,,,4,7,7,3,2,0,2,0,0,0,0,1
Fall 2019,Upper Division,EELB422__03,,,,,8,11,4,3,0,0,0,0,0,0,0,0
Fall 2019,Upper Division,ENG_306__10,,,,,24,2,0,0,0,0,0,0,0,0,0,0
Fall 2019,Upper Division,ENG_306__82,,,,,3,3,9,6,1,3,1,0,0,0,0,0
Fall 2019,Upper Division,ENG_476__01,,,,,5,5,4,4,3,5,0,0,0,0,0,0
Fall 2019,Upper Division,ENTR442__01,,,,,13,6,4,2,1,0,0,0,0,0,0,0
Fall 2019,Upper Division,FIN_430__01,,,,,7,9,3,3,2,0,0,0,0,1,0,1
Fall 2019,Upper Division,HIST306__01,,,,,11,3,4,4,0,0,2,1,0,0,0,1
Fall 2019,Upper Division,HIST345__01,,,,,8,7,1,5,3,1,1,0,0,0,0,0
Fall 2019,Upper Division,HIST377__01,,,,,24,0,0,2,0,0,0,0,0,0,0,0
Fall 2019,Upper Division,HRM_456__02,,,,,0,1,4,6,3,4,5,2,0,0,0,1
Fall 2019,Upper Division,IST_511__01,,,,,22,2,0,1,0,0,0,0,0,0,0,1
Fall 2019,Upper Division,MATH331__01,,,,,0,3,3,4,8,2,3,2,0,0,0,1
Fall 2019,Upper Division,MGMT306__01,,,,,5,5,3,6,2,0,5,0,0,0,0,0
Fall 2019,Upper Division,MGMT306__04,,,,,3,1,6,14,1,0,1,0,0,0,0,0
Fall 2019,Upper Division,MGMT350__07,,,,,11,5,4,0,5,0,1,0,0,0,0,0
Fall 2019,Upper Division,MGMT402__01,,,,,5,3,7,3,1,3,2,0,1,1,0,0
Fall 2019,Upper Division,PHYS373__01,,,,,4,3,2,4,0,0,5,1,2,2,1,2
Fall 2019,Upper Division,PSCI301__01,,,,,6,1,1,7,1,1,3,1,0,0,0,5
Fall 2019,Upper Division,PSCI411__01,,,,,9,9,4,3,1,0,0,0,0,0,0,0
Fall 2019,Upper Division,PSYC324__01,,,,,7,3,1,5,0,3,4,1,1,1,0,0
Fall 2019,Upper Division,SPAN398C_01,,,,,13,2,5,5,0,0,1,0,0,0,0,0
Fall 2019,Upper Division,SPAN412__01,,,,,1,4,5,1,4,1,5,3,0,1,0,1
Fall 2019,Upper Division,SPAN415__01,,,,,5,3,4,8,2,1,2,0,0,0,0,1
Fall 2019,Upper Division,SPAN435__01,,,,,1,5,3,4,5,0,3,4,0,0,0,1
Fall 2019,Upper Division,SSCI306__17,,,,,17,2,2,4,1,0,0,0,0,0,0,0
Fall 2019,Upper Division,SSCI306__20,,,,,23,1,2,0,0,0,0,0,0,0,0,0
Fall 2019,Upper Division,SW__300A_01,,,,,8,10,3,3,1,0,0,0,0,0,0,1
Fall 2019,Upper Division,SW__302A_70,,,,,20,4,1,0,0,0,0,0,0,0,0,1
Fall 2019,Graduate Division,ADMN601__01,,,,,16,2,2,1,2,0,1,0,0,0,0,1
Fall 2019,Graduate Division,ADMN691__01,,,,,13,9,2,0,1,0,0,0,0,0,0,0
Fall 2019,Graduate Division,ECLG665__01,,,,,21,3,1,0,0,0,0,0,0,0,0,0
Fall 2019,Graduate Division,ETEC648__70,,,,,21,0,0,2,0,0,0,0,0,0,0,2
Fall 2019,Graduate Division,HSCI610__01,,,,,23,1,1,0,0,0,0,0,0,0,0,0
Fall 2019,Lower Division,ART_122__01,,,,,9,0,4,4,3,3,0,2,0,0,0,0
Fall 2019,Lower Division,CHEM221B_02,,,,,7,3,1,9,1,0,1,2,0,1,0,0
Fall 2019,Lower Division,COMM120__23,,,,,11,1,1,5,3,0,0,2,0,0,1,1
Fall 2019,Lower Division,COMM120__35,,,,,4,6,8,3,3,1,0,0,0,0,0,0
Fall 2019,Lower Division,ENG_107__01,,,,,10,2,2,6,1,1,3,0,0,0,0,0
Fall 2019,Lower Division,ENG_107__08,,,,,0,5,2,9,2,4,2,1,0,0,0,0
Fall 2019,Lower Division,ENG_107__10,,,,,5,3,5,3,3,5,0,1,0,0,0,0
Fall 2019,Lower Division,KOR_101__01,,,,,12,2,0,3,3,0,4,0,0,1,0,0
Fall 2019,Lower Division,MATH251__01,,,,,4,1,1,5,3,3,4,2,0,2,0,0
Fall 2019,Lower Division,PHIL190__10,,,,,2,0,3,7,4,0,7,0,1,0,0,1
Fall 2019,Lower Division,SPAN203__02,,,,,12,5,2,3,3,0,0,0,0,0,0,0
Fall 2019,Lower Division,TA__239__01,,,,,7,9,5,0,1,0,2,1,0,0,0,0
Fall 2019,Upper Division,ACCT347__01,,,,,2,3,2,3,3,3,1,1,0,5,0,2
Fall 2019,Upper Division,ACCT372__02,,,,,3,4,4,3,3,4,1,0,0,2,0,1
Fall 2019,Upper Division,ART_305__01,,,,,9,9,2,1,4,0,0,0,0,0,0,0
Fall 2019,Upper Division,ART_342__01,,,,,6,7,5,4,2,1,0,0,0,0,0,0
Fall 2019,Upper Division,CHEM470__01,,,,,4,2,2,5,2,4,3,1,0,2,0,0
Fall 2019,Upper Division,CJUS312__01,,,,,4,7,5,2,2,3,2,0,0,0,0,0
Fall 2019,Upper Division,CJUS330__80,,,,,2,1,1,6,3,1,6,2,1,2,0,0
Fall 2019,Upper Division,COMM381__02,,,,,3,2,5,4,4,2,0,1,1,3,0,0
Fall 2019,Upper Division,COMM403__01,,,,,0,4,3,2,2,6,4,1,2,0,0,1
Fall 2019,Upper Division,ECON302__01,,,,,1,1,2,5,4,3,4,1,4,0,0,0
Fall 2019,Upper Division,EELB422__02,,,,,21,2,1,1,0,0,0,0,0,0,0,0
Fall 2019,Upper Division,ENG_301B_03,,,,,12,5,3,3,0,0,2,0,0,0,0,0
Fall 2019,Upper Division,ENG_306__05,,,,,13,4,1,2,4,1,0,0,0,0,0,0
Fall 2019,Upper Division,ENG_306__14,,,,,1,2,3,11,4,1,3,0,0,0,0,0
Fall 2019,Upper Division,ENG_317__01,,,,,18,5,2,0,0,0,0,0,0,0,0,0
Fall 2019,Upper Division,ENG_323__01,,,,,12,2,5,3,1,0,0,1,0,1,0,0
Fall 2019,Upper Division,ENG_420__01,,,,,12,4,5,2,1,0,1,0,0,0,0,0
Fall 2019,Upper Division,ENTR549__01,,,,,6,2,4,1,0,2,6,0,1,1,1,1
Fall 2019,Upper Division,ESEC407__01,,,,,25,0,0,0,0,0,0,0,0,0,0,0
Fall 2019,Upper Division,ESEC407__03,,,,,25,0,0,0,0,0,0,0,0,0,0,0
Fall 2019,Upper Division,ESEC410__01,,,,,23,0,1,0,0,1,0,0,0,0,0,0
Fall 2019,Upper Division,ESEC413__02,,,,,24,1,0,0,0,0,0,0,0,0,0,0
Fall 2019,Upper Division,ESEC413__03,,,,,25,0,0,0,0,0,0,0,0,0,0,0
Fall 2019,Upper Division,ESEC550A_01,,,,,25,0,0,0,0,0,0,0,0,0,0,0
Fall 2019,Upper Division,HIST305__01,,,,,9,7,1,5,0,0,0,0,0,0,1,2
Fall 2019,Upper Division,HIST395__01,,,,,7,3,2,3,3,1,1,1,0,2,0,2
Fall 2019,Upper Division,HIST469__70,,,,,11,0,0,8,1,0,3,0,0,0,0,2
Fall 2019,Upper Division,IST_415__70,,,,,6,4,3,4,5,0,1,0,0,0,0,2
Fall 2019,Upper Division,MATH301B_03,,,,,8,8,3,4,2,0,0,0,0,0,0,0
Fall 2019,Upper Division,MATH308__06,,,,,15,2,4,1,3,0,0,0,0,0,0,0
Fall 2019,Upper Division,MATH455__01,,,,,4,0,3,3,2,5,1,0,0,3,0,4
Fall 2019,Upper Division,MGMT306__10,,,,,16,4,2,0,1,1,1,0,0,0,0,0
Fall 2019,Upper Division,MGMT306__73,,,,,5,0,4,7,1,3,5,0,0,0,0,0
Fall 2019,Upper Division,MGMT490__02,,,,,1,2,0,10,5,2,3,0,0,0,0,2
Fall 2019,Upper Division,NSCI306__05,,,,,20,4,0,1,0,0,0,0,0,0,0,0
Fall 2019,Upper Division,NSCI306__06,,,,,16,4,2,2,0,0,1,0,0,0,0,0
Fall 2019,Upper Division,PA__501__72,,,,,21,0,0,1,1,0,0,1,0,0,0,1
Fall 2019,Upper Division,SSCI306__03,,,,,17,5,1,2,0,0,0,0,0,0,0,0
Fall 2019,Upper Division,SSCI306__05,,,,,19,0,6,0,0,0,0,0,0,0,0,0
Fall 2019,Upper Division,SSCI306__10,,,,,7,4,3,1,5,3,2,0,0,0,0,0
Fall 2019,Upper Division,SSCI306__80,,,,,8,0,2,6,2,5,2,0,0,0,0,0
Fall 2019,Upper Division,SW__400A_01,,,,,8,10,4,0,1,0,2,0,0,0,0,0
Fall 2019,Graduate Division,ADMN602__02,,,,,21,2,0,0,0,0,0,0,0,0,0,1
Fall 2019,Graduate Division,EDSP619__01,,,,,14,8,1,1,0,0,0,0,0,0,0,0
Fall 2019,Graduate Division,EDSP647__01,,,,,24,0,0,0,0,0,0,0,0,0,0,0
Fall 2019,Graduate Division,EDSP656__01,,,,,20,4,0,0,0,0,0,0,0,0,0,0
Fall 2019,Graduate Division,IST_648__02,,,,,1,3,10,4,1,4,1,0,0,0,0,0
Fall 2019,Lower Division,ART_121__01,,,,,4,12,6,0,1,0,0,1,0,0,0,0
Fall 2019,Lower Division,ART_123__01,,,,,4,7,7,5,0,0,0,0,0,0,0,1
